FILE_NAME,JOB_CLASS_TITLE,JOB_CLASS_NO,REQUIREMENT_SET_ID,REQUIREMENT_SUBSET_ID,JOB_DUTIES,EDUCATION_YEARS,SCHOOL_TYPE,EDUCATION_MAJOR,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EXP_JOB_CLASS_TITLE,EXP_JOB_CLASS_ALT_RESP,EXP_JOB_CLASS_FUNCTION,COURSE_LENGTH,DRIVERS_LICENSE_REQ,DRIV_LIC_TYPE,EXAM_TYPE,SALARY_START,SALARY_END,ENTRY_SALARY_DWP,REQUIREMENTS,APPLICATION_DEADLINE,OPEN_DATE,SALARY_START_NUM,SALARY_END_NUM,OPEN_YEAR,OPEN_MONTH,EXP_NUM
CHIEF COMMUNICATIONS OPERATOR 1466 122217.txt,CHIEF COMMUNICATIONS OPERATOR,1466,1,,"A Chief Communications Operator plans, organizes and directs the work of a large group of communications employees engaged in the operation of a large Citywide radio and telephone activity; and applies sound supervisory principles and techniques in building and maintaining an effective work force.",,,,Two years,full-time,,,as a Principal Communications Operator with the City of Los Angeles;,,P,,INT_DEPT_PROM,"$60,489","$88,468","$81,912 to $86,484","1. Two years of full-time paid experience as a Principal Communications Operator with the City of Los Angeles; or
2. Four years of full-time paid experience as a Senior Communications Operator with the City of Los Angeles.","THURSDAYJANUARY 4, 2018",12-22-17,60489.0,88468.0,2017,12,2
ELEVATOR MECHANIC HELPER 3860 071417.txt,ELEVATOR MECHANIC HELPER,3860,1,,"An Elevator Mechanic Helper helps journey-level elevator mechanics by doing semiskilled electrical and mechanical work in the maintenance and repair of passenger and freight elevators, escalators, and their appurtenant equipment.",,college,,One year,full-time,,,"in the installation, maintenance, repair or modernization of elevators, escalators, or moving walks;",12 semester or 18 quarter units,P,,OPEN,"$68,883",flat-rated,,"1. One year of full-time paid experience in the installation, maintenance, repair or modernization of elevators, escalators, or moving walks; or
2. Successful completion of 12 semester or 18 quarter units from a recognized college, university, or trade school in industrial electronics or industrial electricity.","THURSDAYJULY 27, 2017",07-14-17,68883.0,68883.0,2017,7,1
CRIME AND INTELLIGENCE ANALYST  2236  062918.txt,CRIME AND INTELLIGENCE ANALYST,2236,1,,"A Crime and Intelligence Analyst researches, compiles, analyzes, and maps crime trends and patterns; disseminates information related to criminal activity; assists patrol, investigative, and administrative staff in planning the deployment of resources for the prevention, intervention, and suppression of criminal activities; acts as liaison to all Los Angeles Police Department and neighboring law enforcement Crime Analysis Details; may act as lead analyst; and performs related work.",four-year,college,,Two years,full-time,,,"in a class at the level of Management Assistant performing duties in researching, compiling, and analyzing crime trends and patterns in a law enforcement agency;",,P,,OPEN,"$59,487","$86,965",,"1. Two years of full-time paid professional experience in a class at the level of Management Assistant performing duties in researching, compiling, and analyzing crime trends and patterns in a law enforcement agency; or
2. Graduation from an accredited four-year college or university and completion of a Certificate Program in Crime and Intelligence Analysis from an accredited college or university.","THURSDAYJULY 12, 2018",06-29-18,59487.0,86965.0,2018,6,2
LOCKSMITH 3393 113018.txt,LOCKSMITH,3393,1,,"A Locksmith installs, repairs, rebuilds, re-keys, cleans and maintains locks, locking devices and door related hardware; establishes and maintains master key systems, which include Schlage, Corbin-Russwin IC, Yale, Falcon, Sargent, Best and high security ""Primus"" and ""Primus Everest""; and services a variety of specialized security systems including computerized access control and electronic locking devices.",,apprentice,locksmith,Five years,full-time,,,"in the repair of locks and door closers and in the establishment and/or maintenance of the following key systems: Schlage, Schlage high security (i.e. Primus and Primus Everest), Corbin-Russwin, Corbin-Russwin IC, Yale, Falcon, Sargent and Best",,P,,OPEN,"$84,075",flat-rated,"$96,256 and $97,488","1. Completion of a recognized apprenticeship as a locksmith; or
2. Five years of full-time paid experience in the repair of locks and door closers and in the establishment and/or maintenance of the following key systems: Schlage, Schlage high security (i.e. Primus and Primus Everest), Corbin-Russwin, Corbin-Russwin IC, Yale, Falcon, Sargent and Best.","THURSDAYDECEMBER 13, 2018",11-30-18,84075.0,84075.0,2018,11,5
PERSONNEL RESEARCH ANALYST 1739 113018.txt,PERSONNEL RESEARCH ANALYST,1739,1,,A Personnel Research Analyst performs specific technical research in a broad range of personnel selection activities; carries out content and criterion validation studies; conducts detailed job analyses; develops and administers selection tests; performs complete statistical and data analyses; writes a variety of statistical and narrative reports; and applies professional selection testing practices and the principles of equal employment opportunity to personnel selection and research.,,college,personnel research relating to employee selection or test validation,one year,full-time,,,in personnel research relating to employee selection or test validation;,3 semester or 4 quarter units,P,,OPEN,"$73,080","$106,842",,"1. A Ph.D. degree in Industrial/Organizational Psychology or Psychometrics from an accredited college or university; or
2. A master's degree in Industrial/Organizational Psychology or Psychometrics from an accredited college or university; and one year of full-time paid professional experience in personnel research relating to employee selection or test validation; or 
3. A bachelor's degree in Psychology from an accredited college or university, which includes the completion of 3 semester or 4 quarter units in each of the following areas: advanced statistics, research design, and psychological measurement; and three years of full-time paid professional experience in personnel research relating to employee selection or test validation.","THURSDAYDECEMBER 13, 2018",11-30-18,73080.0,106842.0,2018,11,1
STREET LIGHTING ELECTRICIAN SUPERVISOR 3840 031717.txt,STREET LIGHTING ELECTRICIAN SUPERVISOR,3840,,,"A Street Lighting Electrician Supervisor plans, organizes and directs the work of street lighting employees engaged in various activities of the Field Operations Division of the Bureau of Street Lighting, including construction, repair, yard, shop, and warehouse activities; or supervises several crews engaged in construction and repair of the street lighting systems in a major geographical area of the City; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,as a Street Lighting Electrician or in a class at that level performing construction and repair of high voltage street lighting systems,,R,,INT_DEPT_PROM,"$99,347",flat-rated,,Two years of full-time paid experience as a Street Lighting Electrician or in a class at that level performing construction and repair of high voltage street lighting systems.,"THURSDAYMARCH 30, 2017",03-17-17,99347.0,99347.0,2017,3,2
SR CRIME _ INTELLIGENCE ANALYST 2241 011516.txt,SENIOR CRIME AND INTELLIGENCE ANALYST,2241,,,"A Senior Crime and Intelligence Analyst plans, organizes, and directs professional, technical, and clerical personnel in performing crime analysis activities; personally performs the more complex, difficult, and sensitive work; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,"as a Crime and Intelligence Analyst II or in a position at that level researching, compiling, and analyzing crime trends",,P,,INT_DEPT_PROM,"$76,379","$111,624",,"Two years of full-time paid experience as a Crime and Intelligence Analyst II or in a position at that level researching, compiling, and analyzing crime trends.","THURSDAYJANUARY 28, 2016",,76379.0,111624.0,,,2
CHIEF FINANCIAL OFFICER 9230 041114.txt,CHIEF FINANCIAL OFFICER,9230,1,,"A Chief Financial Officer plans and directs the financial affairs of the Department of Recreation and Parks, Department of Airports, or Port of Los Angeles (Harbor Department); formulates long- and short-range fiscal management programs; develops financial resources for capital improvement projects; may direct a department's accounting, treasury management, financial analysis and risk management activities; applies sound management and supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",four-year,college,,Two years,full-time,,,as a Financial Manager or in a class at least at that level managing or assisting in the managing of financial activities of a department or organization with a budget of at least $100 million annually,,P,,OPEN_INT_PROM,"$148,206","$184,140",,"1. Graduation from a recognized four-year college or university; and
2. Two years of full-time paid professional experience as a Financial Manager or in a class at least at that level managing or assisting in the managing of financial activities of a department or organization with a budget of at least $100 million annually.","THURSDAYAPRIL 24, 2014",04-11-14,148206.0,184140.0,2014,4,2
CHIEF ELECTRIC PLANT OPERATOR 5237 121115.txt,CHIEF ELECTRIC PLANT OPERATOR,5237,,,"A Chief Electric Plant Operator assigns, reviews, and evaluates the work of a group of employees engaged in the operation and maintenance of hydroelectric generating plants, substations, or D.C. converter stations; or administers training programs at hydroelectric power plants, converter stations, or substations and switching stations; or plans, organizes, and directs the operation and maintenance of one or more hydroelectric generating plants or all receiving and distributing stations; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills Equal Employment Opportunity responsibilities.",,,,,,,,,,P,,INT_DEPT_PROM,"$107,511","$133,569",,,"THURSDAYDECEMBER 24, 2015",12-11-20,107511.0,133569.0,2020,12,0
CHIEF OF OPERATIONS 7258 042018 REV 051318.txt,CHIEF OF OPERATIONS,7258,1,,A Chief of Operations supervises or assists in supervising a group of employees engaged in directing the airfield activities or managing passenger and cargo terminals at a Los Angeles World Airports' facility; and applies sound supervisory principles and techniques in building and maintaining an effective work force.,,,,Three years,full-time,,,as an Airport Superintendent of Operations III with the City of Los Angeles;,,R,,OPEN_INT_PROM,"$90,473","$132,274",,"1. Three years of full-time paid experience as an Airport Superintendent of Operations III with the City of Los Angeles; or	
2. Three years of full-time paid supervisory experience at a medium or large hub airport as defined by the Federal Aviation Administration, or equivalent military experience developing and implementing programs in airport operational planning, emergency and incident management, or safety management systems.","THURSDAYMAY 10, 2018",04-20-18,90473.0,132274.0,2018,4,3
DISTRICT SUPERVISOR ANIMAL SERVICES 4320 022318.txt,DISTRICT SUPERVISOR ANIMAL SERVICES,4320,1,,"A District Supervisor Animal Services (District Supervisor Animal Regulation) plans, organizes, and directs the work of animal care and control personnel engaged in animal care and control activities within a large geographical urban area, including overall field enforcement, animal licensing, housing for wild, domestic, and dangerous animals, and kennel and office operations of one or more District Animal Care and Control Centers; performs various budgetary, administrative, and animal care and control duties, including providing information to the public regarding animals, directing the district administrative hearing program, and appearing before legislative bodies on matters pertaining to animal care and control; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills affirmative action responsibilities.",,,,Two years,full-time,Senior Animal,,with the City of Los Angeles as a Senior Animal Control Officer;,,R,,INT_DEPT_PROM,"$76,128","$111,332",,"1. Two years of full-time paid experience with the City of Los Angeles as a Senior Animal Control Officer; or
2. Four years of full-time paid experience with the City of Los Angeles as an Animal Care Technician Supervisor.","THURSDAYMARCH 8, 2018",02-23-18,76128.0,111332.0,2018,2,2
MANAGEMENT ASSISTANT 1539 032318.txt,MANAGEMENT ASSISTANT,1539,,,"Management Assistant is an entry-level professional position that can lead to a career in budget and finance, personnel administration, or special program administration. Typical duties relate to the resolution of departmental and Citywide administrative problems, data collection, report writing, program coordination and development of public policy.",four-year,college,,,,,,,,P,,OPEN,"$48,796","$71,326","$51,343 to $63,788",A bachelor's degree from an accredited four-year college or university.,"THURSDAYAPRIL 5, 2018",03-23-18,48796.0,71326.0,2018,3,0
TRANSPORTATION ENGINEERING AIDE 7285 100915.txt,TRANSPORTATION ENGINEERING AIDE,7285,,,A Transportation Engineering Aide performs moderately difficult sub-professional traffic engineering work associated with making studies and analyses of traffic control and parking problems; inspects work by traffic crews which are installing or modifying traffic control devices; and may supervise employees engaged in such activities.,,,,,,,,,,P,,INT_DEPT_PROM,"$49,255","$72,036",,,"THURSDAYOCTOBER 22, 2015",10-09-15,49255.0,72036.0,2015,10,0
COMMUNICATIONS ELECTRICIAN 3686 052518.txt,COMMUNICATIONS ELECTRICIAN,3686,1,a,"A Communications Electrician does skilled work in the maintenance, repair, installation, configuration and programming of communications systems and equipment such as microwave radio, conventional and trunking two-way radio, VoIP telephony, SONET, SCADA, data networks, radio communications transmitters/receivers and systems, PBX telephone switches, multiplexing, audio and video, CCTV and CAD.",,college,,Four years,full-time,,,"in maintenance, repair, and installation of any of a wide variety of electronics and communications systems including video, conventional and trunking two-way radio, microwave radio, telephone systems, monitoring systems, public address, data networks, video and access systems including programming, configuration or troubleshooting of communications systems;",,P,,OPEN,"$90,645",flat-rated,"$94,899 to $100,182","1. Four years of full-time paid experience in maintenance, repair, and installation of any of a wide variety of electronics and communications systems including video, conventional and trunking two-way radio, microwave radio, telephone systems, monitoring systems, public address, data networks, video and access systems including programming, configuration or troubleshooting of communications systems; or
2. Two years of full-time paid experience of the type specified in Requirement #1, and
a. Completion of a certificate program or associate degree program in electronics technology, telecommunications, or computer science at an accredited college or trade school; or
b. Successful completion of a U.S. military electronics technical course of 24 weeks or longer within the last 10 years.","THURSDAYJUNE 7, 2018",05-25-18,90645.0,90645.0,2018,5,4
HEATING AND REFRIGERATION INSPECTOR 4245 121115.txt,HEATING AND REFRIGERATION INSPECTOR,4245,,,"A Heating and Refrigeration Inspector makes inspections of heating, ventilating, air-conditioning, and refrigerating installations for conformance to pertinent laws, regulations and approved plans and specifications; may inspect sheet metal installations for conformance to specifications; and assists in training other inspectional employees as required.",,,,,,,,,,R,,OPEN_INT_PROM,"$76,420","$85,169",,,"THURSDAYDECEMBER 24, 2015",12-11-15,76420.0,85169.0,2015,12,0
STOREKEEPER 1835 051118.txt,STOREKEEPER,1835,1,,"A Storekeeper assigns, reviews and evaluates the work of a small group of employees engaged in ordering, receiving, inspecting, storing, issuing, securing and accounting for materials, supplies, automotive parts, records, tools and equipment and performs related minor repair and assembly work; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,as a Warehouse and Toolroom Worker with the City of Los Angeles;,,P,,OPEN_INT_PROM,"$45,309","$66,231","$55,540 to $69,008","1. Two years of full-time paid experience as a Warehouse and Toolroom Worker with the City of Los Angeles; or
2. Two years of full-time paid experience in a class at the level of Warehouse and Toolroom Worker which includes all of the following activities:  ordering, receiving, inspecting, storing, issuing, securing and accounting for each of the following categories:  materials, supplies, tools, and equipment.","THURSDAYMAY 24, 2018",05-11-18,45309.0,66231.0,2018,5,2
SENIOR STREET LIGHTING ENGINEER 9536 062218.txt,SENIOR STREET LIGHTING ENGINEER,9536,1,,"A Senior Street Lighting Engineer reports to the Assistant Director with respect to engineering services performed by the Bureau; plans, organizes and directs the work programs of engineering divisions; may represent the Bureau before the City Council, various City Commissions and community groups; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,"at the level of Street Lighting Engineer or in a position in the City of Los Angeles designated as a Project Manager I, II, or III receiving the appropriate salary bonus",,P,,INT_DEPT_PROM,"$105,444","$154,115",,"1. Two years of full-time paid professional engineering experience at the level of Street Lighting Engineer or in a position in the City of Los Angeles designated as a Project Manager I, II, or III receiving the appropriate salary bonus; and
2. Registration as a Professional Engineer with the California State Board for Professional Engineers, Land Surveyors, and Geologists.","THURSDAYJULY 5, 2018",06-22-18,105444.0,154115.0,2018,6,2
SUPERVISING OCCUPATIONAL HEALTH  2315 111414.txt,SUPERVISING OCCUPATIONAL HEALTH NURSE     Class Code:       2315,2315,,,"A Supervising Occupational Health Nurse assigns, reviews and evaluates the work of Occupational Health Nurses, Medical Technicians and other employees engaged in all aspects of occupational health; assists in planning and implementing occupational health programs; monitors work processes and makes changes based on quality service reviews; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,,,,,,,P,,OPEN_INT_PROM,"$65,417","$81,285","$72,474 to $90,055",,"THURSDAYNOVEMBER 27, 2014",11-14-14,65417.0,81285.0,2014,11,0
ANIMAL CARE TECHNICIAN 4310 040116 REV 041416.txt,ANIMAL CARE TECHNICIAN,4310,,,"An Animal Care Technician receives and cares for all types of domestic and wild animals; assists with transferring animals to other shelters; explains regulations regarding disposition of animals to the public; works with the public to adopt animals both in the shelter and at mobile adoption events; cares for dangerous and/or diseased and injured animals; interfaces with medical staff regarding the health of animals; and cleans kennels, cages, vehicles, buildings, yards and equipment.  Animal Care Technicians must assist in humanely euthanizing animals due to disease, injury or overcrowded conditions. Animal Care Technicians require contact with the public, volunteers, adoption partners, local veterinarians/clinics, internal staff and staff in other departments; and must provide excellent customer service and animal care.

An Animal Care Technician must be available for assignment to various shifts, weekends, and holidays, at any one of the animal care centers located in Central Los Angeles, South Los Angeles, West Los Angeles, San Pedro and the San Fernando Valley.",,,,,,,,,,R,,OPEN,"$38,565","$56,396",,,"THURSDAYAPRIL 21, 2016",04-01-16,38565.0,56396.0,2016,4,0
WATER UTILITY SUPERVISOR 3976 050418 (1).txt,WATER UTILITY SUPERVISOR,3976,1,,"A Water Utility Supervisor assigns, reviews and evaluates the work of employees engaged in installing, maintaining, replacing, and repairing water mains, services, irrigation systems, fire hydrants and appurtenant valves and equipment; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,Four years,full-time,,,as a Water Utility Worker or Water Service Worker with the City of Los Angeles;,,R,,INT_DEPT_PROM,"$97,697","$103,147",,"1. Four years of full-time paid experience as a Water Utility Worker or Water Service Worker with the City of Los Angeles; or
2. Four years of full-time paid experience as a Welder or Waterworks Mechanic with the City of Los Angeles performing the installation, maintenance, and repair of underground water mains and water services or fire hydrants or water meters, including their connections, valves, and fittings.","THURSDAYMAY 17, 2018",05-04-18,97697.0,103147.0,2018,5,4
DATA PROCESSING TECHNICIAN 1136 051217.txt,DATA PROCESSING TECHNICIAN,1136,1,,"A Data Processing Technician coordinates and controls jobs processed by computer systems; reviews, prepares, verifies, and coordinates establishment of systems documentation; maintains technical publications and documentation in library; may act as tape librarian and may operate support data processing equipment in a centralized data processing facility; and administers software products.",,,,Two years,full-time,,,as a Data Entry Operator with the City of Los Angeles;,,,,OPEN_INT_PROM,"$43,639","$63,809","$54,663 to $67,922","1. Two years of full-time paid experience as a Data Entry Operator with the City of Los Angeles; or
2. Two years of full-time paid experience in the processing and controlling of computer-based information systems, or in the documenting of information systems requirements and procedures.","THURSDAYMAY 25, 2017",05-12-17,43639.0,63809.0,2017,5,2
SENIOR AUDITOR 1518 102618.txt,SENIOR AUDITOR,1518,,,"A Senior Auditor assigns, reviews, and evaluates the work of employees engaged in auditing financial records of contractors, City departments and other entities to determine the accuracy of revenue payments to City departments, to verify the status of nonprofit organizations, or to determine compliance with City, State and Federal laws, regulations and mandates; supervises the auditing of City departments to determine the accuracy of departmental accounts and adequacy of internal control and recommends necessary changes in systems and procedures; performs the more difficult audits; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,in a position at the level of Auditor,,P,,INT_DEPT_PROM,"$74,374","$108,763",,Two years of full-time paid professional financial auditing experience in a position at the level of Auditor.,"THURSDAYNOVEMBER 8, 2018",10-26-18,74374.0,108763.0,2018,10,2
SENIOR LIBRARIAN 6153 033117.txt,SENIOR LIBRARIAN,6153,,,"A Senior Librarian assigns, reviews and evaluates the work of a group of employees engaged in providing a variety of professional library services at Branch libraries, Central Library departments, Engagement and Learning, Emerging Technologies and Collections, and special or system-wide support service units; oversees the more responsible aspects of developing collections and technologies; manages library assets, including facilities and budgets; directly performs or supervises employees engaged in outreach to the community regarding library services; works and represents the Department with patrons, volunteers, community support groups, other city departments, vendors and contractors; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,,,P,,INT_DEPT_PROM,"$71,889","$102,291",,Two years of full-time paid professional library work as a Librarian.,"THURSDAYAPRIL 13, 2017",03-31-17,71889.0,102291.0,2017,3,2
PARKING METER TECHNICIAN 3738 110615 (1).txt,PARKING METER TECHNICIAN,3738,,,"A Parking Meter Technician patrols designated areas daily to inspect, adjust, install, remove, and repair electronic parking meters and other parking devices; and cleans, overhauls and makes major shop repairs on parking meter control and mechanisms.",,,,,,,,,,,,OPEN_INT_PROM,"$48,963","$66,001",,,"THURSDAYNOVEMBER 19, 2015",11-06-15,48963.0,66001.0,2015,11,0
SECRETARY LEGAL  1924 081718.txt,SECRETARY LEGAL,1924,,,"A Secretary Legal performs specialized secretarial work in connection with legal matters in the City Attorney's Office at the Department of Water and Power; may act as secretary to a Chief Assistant City Attorney; may assign, review and evaluate the work of a group of employees engaged in legal secretarial work, including applying sound supervisory principles and techniques in building and maintaining an effective work force and fulfilling equal employment opportunity responsibilities.",,,,Two years,full-time,,,as a legal secretary performing litigation document preparation under the California court system's filing requirements and procedures including electronic filings,,P,,OPEN_INT_PROM,"$57,148","$71,012",,Two years of full-time paid experience as a legal secretary performing litigation document preparation under the California court system's filing requirements and procedures including electronic filings.,"THURSDAYSEPTEMBER 13, 2018",08-31-18,57148.0,71012.0,2018,8,2
WATER MICROBIOLOGIST  7857 072514 rev073114.txt,WATER MICROBIOLOGIST,7857,,,"A Water Microbiologist uses a variety of microbiological and molecular methods and techniques in performing various analysis, tests, and special studies of microbial activities in aquatic environments; prepares reports and recommendations on the impact of such activity on water quality and/or public health; researches and develops emerging technologies in analyzing bacteria, protozoa, viruses and other microorganisms; prepares compliance reports to State and Federal regulatory agencies; participates in Laboratory Information Management System (LIMS) activities; participates in field investigations related to microbiological issues; attends and participates in various agency meetings; and may direct activities of professional and technical staff.",,,,,,,,,,P,,OPEN,"$63,663","$79,073","$74,896",,"THURSDAYAUGUST  7, 2014",07-25-14,63663.0,79073.0,2014,7,0
WATER SERVICE WORKER 3931 040618 (1).txt,WATER SERVICE WORKER,3931,1,,"A Water Service Worker inspects, repairs, rebuilds, tests, and calibrates a variety of water meters in a meter shop and in field installations; does minor maintenance work on service connections and appurtenant water service equipment; and performs routine and requested inspections of consumers' property and plumbing facilities.",,,,One year,full-time,Water Utility,Meter Reader,with the City of Los Angeles as a Water Utility Worker;,,R,,INT_DEPT_PROM,"$64,310","$79,886",,"1. One year of full-time paid experience with the City of Los Angeles as a Water Utility Worker; or
2. Two years of full-time paid experience with the City of Los Angeles as a Meter Reader or Commercial Field Representative; or
3. Two years of full-time paid experience with the City of Los Angeles in the installation, maintenance, or repair of water distribution mains, water service connections and appurtenant equipment, pressure regulators, gauges, meters, or other similar control and recording instruments or devices.","THURSDAYAPRIL 19, 2018",04-06-18,64310.0,79886.0,2018,4,1
SENIOR FORENSIC PRINT SPECIALIST 2201 090718.txt,SENIOR FORENSIC PRINT SPECIALIST,2201,,,"A Senior Forensic Print Specialist provides supervision, training, and technical advice to latent print personnel; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity and employee relations responsibilities; and performs related work.",,,,Two years,full-time,,,as a Forensic Print Specialist III or IV with the City of Los Angeles,,R,,INT_DEPT_PROM,"$87,883","$128,516",,Two years of full-time paid experience as a Forensic Print Specialist III or IV with the City of Los Angeles.,"THURSDAYSEPTEMBER 20, 2018",09-07-18,87883.0,128516.0,2018,9,2
SENIOR POLICE SERVICE REPRESENTATIVE 2209 020918.txt,SENIOR POLICE SERVICE REPRESENTATIVE,2209,,,"A Senior Police Service Representative assigns, reviews, evaluates and provides direct supervision to a number of Police Service Representatives responsible for receiving and analyzing requests for service from citizens and Police Officers in the field, and for dispatching patrol units using radio digital terminal and other methods; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.

Senior Police Service Representatives must be available to work weekends and holidays, and day, night and early morning shifts, on a rotating basis.",,,,,,Police Service,,with the City of Los Angeles as a Police Service Representative,,,,INT_DEPT_PROM,"$68,089","$99,576",,Two and one-half years of full-time paid experience with the City of Los Angeles as a Police Service Representative.,"THURSDAYFEBRUARY 22, 2018",02-09-18,68089.0,99576.0,2018,2,0
WHARFINGER 1190 092118.txt,WHARFINGER,1190,1,,"A Wharfinger tracks cargo by terminal, vessel, and steamship line; evaluates shipping documents for the collection of all shipping services fees and cargo/container statistics associated with vessels, agents, terminals and shipping companies, and inspects facilities in accordance with the Port of Los Angeles Tariff No. 4 and the respective terminal agreements; investigates reports of damage and takes appropriate action; and prepares reports and documentation, as required.",,college,,Two years,full-time,,,in preparing or processing marine shipping documents;,,P,,OPEN_INT_PROM,"$55,854","$81,640",,"1. Two years of full-time paid clerical experience in preparing or processing marine shipping documents; or
2. Two years of full-time paid experience with the City of Los Angeles at the level of Senior Administrative Clerk, processing maritime related documents.

Successful completion of a Maritime Documentation, International Business or Import/Export Procedure course at an accredited college or university may be substituted for one year of experience.","THURSDAYOCTOBER 4, 2018",09-21-18,55854.0,81640.0,2018,9,2
MAINTENANCE AND CONSTRUCTION HELPER 3115 120817 (1).txt,MAINTENANCE AND CONSTRUCTION HELPER,3115,1,,"A Maintenance and Construction Helper does a variety of semi-skilled manual tasks in construction, maintenance and repair activities.",,,,One year,full-time,,,"in construction, craft or landscaping work;",,,A,OPEN_INT_PROM,"$39,672","$56,438","$57,503 to $71,451","1. Six months as a Utility Pre-Craft Trainee with the Los Angeles Department of Water and Power; or
2. One year of full-time paid experience in construction, craft or landscaping work; or
3. One year of full-time paid experience in construction, craft or landscaping work while in the United States Armed Forces.","THURSDAYDECEMBER 21, 2017",12-08-17,39672.0,56438.0,2017,12,1
ELECTRICAL INSPECTOR 4221 030218.txt,ELECTRICAL INSPECTOR,4221,1,,"An Electrical Inspector inspects new, existing and modified electrical installations to secure conformance to electrical laws, ordinances and safety provisions; inspects electrical work in public buildings to assure conformance to City plans, specifications, and standards; and assists in training other inspectional employees as required.",,apprentice,residential and commercial OR residential and industrial electrical installations,Four years,full-time,,,as an electrical inspector with work in residential and commercial OR residential and industrial electrical installations;,,R,,OPEN,"$81,494","$98,553",,"1. Four years of full-time paid experience as an electrical inspector with work in residential and commercial OR residential and industrial electrical installations; or
2. Successful completion of a State of California approved electrical apprenticeship program and four years of full-time paid electrical experience with work in residential and commercial OR residential and industrial electrical installations; or
3. Nine years of full-time paid electrical experience with work in residential and commercial OR residential and industrial electrical installations.","THURSDAYMARCH 15, 2018",03-02-18,81494.0,98553.0,2018,3,4
ANIMAL CONTROL OFFICER  4311 061518.txt,ANIMAL CONTROL OFFICER,4311,1,,"An Animal Control Officer enforces State and City ordinances dealing with the care, treatment, licensing, and impounding of animals in an assigned area of the City; picks up sick, injured, stray, vicious or unwanted animals; conducts humane investigations; conducts permit inspections, issues citations, and makes arrests; may be required to handle money accurately and collect animal licensing and other fees; and keeps records and prepares reports which may be used as legal evidence. 

Animal Control Officers may work alone at night and on graveyard shifts.",,college,,One year,full-time,,,"performing animal care, maintenance or control of domestic or wild animals;",12 semester units or 18 quarter units,R,,OPEN,"$46,374","$67,818",,"1. One year of full-time paid experience performing animal care, maintenance or control of domestic or wild animals; or
2. Successful completion of 12 semester units or 18 quarter units from an accredited college or university in Animal Science, Animal Management, Administration of Justice, or related course work.",,06-15-18,46374.0,67818.0,2018,6,1
MAINTENANCE LABORER 3112 111618.txt,MAINTENANCE LABORER,3112,1,,A Maintenance Laborer does unskilled manual work for the City of Los Angeles.,,,,six months,full-time,,,with the City of Los Angeles performing duties involving maintenance or construction,,,B,OPEN,"$37,458","$54,789",,"1. Current employment with the City of Los Angeles; and
2. At least six months of full-time paid experience with the City of Los Angeles performing duties involving maintenance or construction; and
3. A letter of recommendation from the personnel office of the employing department where training was received, which includes a statement from the department's willingness to hire the employee as a Maintenance Laborer. This letter must be attached to the application at the time of filing.",,11-16-18,37458.0,54789.0,2018,11,0.5
CHIEF CLERK 1253 012017.txt,CHIEF CLERK,1253,,,"A Chief Clerk plans, coordinates, and supervises the work of clerical employees engaged in performing many activities of a department or a major unit within a large department; applies word processing and spreadsheet skills in performing clerical work of a difficult and highly responsible nature; applies sound supervisory principles and training techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.",,,,Two years,full-time,,,"as a Principal Clerk, or in a class at that level performing clerical work",,P,,INT_DEPT_PROM,"$63,182","$92,394",,"Two years of full-time paid experience as a Principal Clerk, or in a class at that level performing clerical work.","THURSDAYFEBRUARY 2, 2017",01-20-17,63182.0,92394.0,2017,1,2
